QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3, Amount , QTY 
2006Q03,Sales Revenue,Water Jug,,, £923.60 ," £200,000.00 "
2006Q02,Sales Revenue,Water Jug,,, £23.75 ," £200,000.00 "
2006Q01,Sales Revenue,Water Jug,,, £560.60 ," £200,000.00 "
2005Q04,Sales Revenue,Water Jug,,, £820.10 ," £200,000.00 "
2005Q03,Sales Revenue,Water Jug,,, £97.80 ," £200,000.00 "
2005Q02,Sales Revenue,Water Jug,,, £24.40 ," £200,000.00 "
2005Q01,Sales Revenue,Water Jug,,, £540.25 ," £200,000.00 "
2004Q04,Sales Revenue,Water Jug,,, £611.65 ," £200,000.00 "
2004Q03,Sales Revenue,Water Jug,,, £909.70 ," £200,000.00 "
2004Q02,Sales Revenue,Water Jug,,, £937.65 ," £200,000.00 "
2004Q01,Sales Revenue,Water Jug,,, £915.75 ," £200,000.00 "
2003Q04,Sales Revenue,Water Jug,,, £973.80 ," £200,000.00 "
2003Q03,Sales Revenue,Water Jug,,, £890.60 ," £200,000.00 "
2003Q02,Sales Revenue,Water Jug,,, £998.10 ," £200,000.00 "
2003Q01,Sales Revenue,Water Jug,,, £962.80 ," £200,000.00 "
2002Q04,Sales Revenue,Water Jug,,, £246.65 ," £200,000.00 "
2002Q03,Sales Revenue,Water Jug,,, £685.15 ," £200,000.00 "
2002Q02,Sales Revenue,Water Jug,,, £446.00 ," £200,000.00 "
2002Q01,Sales Revenue,Water Jug,,, £64.10 ," £200,000.00 "
2001Q04,Sales Revenue,Water Jug,,, £8.75 ," £200,000.00 "
2001Q03,Sales Revenue,Water Jug,,, £806.45 ," £200,000.00 "
2001Q02,Sales Revenue,Water Jug,,, £855.55 ," £200,000.00 "
2001Q01,Sales Revenue,Water Jug,,, £66.30 ," £200,000.00 "
2000Q04,Sales Revenue,Water Jug,,, £429.85 ," £200,000.00 "
2000Q03,Sales Revenue,Water Jug,,, £424.40 ," £200,000.00 "
2000Q02,Sales Revenue,Water Jug,,, £167.80 ," £200,000.00 "
2000Q01,Sales Revenue,Water Jug,,, £580.60 ," £200,000.00 "
1999Q04,Sales Revenue,Water Jug,,, £738.45 ," £200,000.00 "
1999Q03,Sales Revenue,Water Jug,,, £270.95 ," £200,000.00 "
1999Q02,Sales Revenue,Water Jug,,, £281.35 ," £200,000.00 "
1999Q01,Sales Revenue,Water Jug,,, £409.85 ," £200,000.00 "
2017Q02,Cost of Sales,Maxi Dog,,," £34,874.00 "," £15,000.00 "
2017Q01,Cost of Sales,Maxi Dog,,," £7,878.50 "," £15,000.00 "
2016Q04,Cost of Sales,Maxi Dog,,, £647.50 ," £15,000.00 "
2016Q03,Cost of Sales,Maxi Dog,,," £14,808.50 "," £15,000.00 "
2016Q02,Cost of Sales,Maxi Dog,,," £19,785.50 "," £15,000.00 "
2016Q01,Cost of Sales,Maxi Dog,,," £21,133.00 "," £15,000.00 "
2015Q04,Cost of Sales,Maxi Dog,,," £16,852.50 "," £15,000.00 "
2015Q03,Cost of Sales,Maxi Dog,,, £798.00 ," £15,000.00 "
2015Q02,Cost of Sales,Maxi Dog,,," £27,268.50 "," £15,000.00 "
2015Q01,Cost of Sales,Maxi Dog,,," £6,282.50 "," £15,000.00 "
2014Q04,Cost of Sales,Maxi Dog,,," £31,696.00 "," £15,000.00 "
2014Q03,Cost of Sales,Maxi Dog,,," £30,688.00 "," £15,000.00 "
2014Q02,Cost of Sales,Maxi Dog,,," £10,300.50 "," £15,000.00 "
2014Q01,Cost of Sales,Maxi Dog,,," £32,595.50 "," £15,000.00 "
2013Q04,Cost of Sales,Maxi Dog,,," £15,085.00 "," £15,000.00 "
2013Q03,Cost of Sales,Maxi Dog,,," £33,747.00 "," £15,000.00 "
2013Q02,Cost of Sales,Maxi Dog,,," £13,832.00 "," £15,000.00 "
2013Q01,Cost of Sales,Maxi Dog,,, £969.50 ," £15,000.00 "
2012Q04,Cost of Sales,Maxi Dog,,," £16,303.00 "," £15,000.00 "
2012Q03,Cost of Sales,Maxi Dog,,," £14,399.00 "," £15,000.00 "
2012Q02,Cost of Sales,Maxi Dog,,," £25,350.50 "," £15,000.00 "
2012Q01,Cost of Sales,Maxi Dog,,," £3,710.00 "," £15,000.00 "
2011Q04,Cost of Sales,Maxi Dog,,," £11,133.50 "," £15,000.00 "
2011Q03,Cost of Sales,Maxi Dog,,," £32,872.00 "," £15,000.00 "
2011Q02,Cost of Sales,Maxi Dog,,," £7,084.00 "," £15,000.00 "
2011Q01,Cost of Sales,Maxi Dog,,," £12,705.00 "," £15,000.00 "
2010Q04,Cost of Sales,Maxi Dog,,," £4,049.50 "," £15,000.00 "
2010Q03,Cost of Sales,Maxi Dog,,," £6,720.00 "," £15,000.00 "
2010Q02,Cost of Sales,Maxi Dog,,," £30,033.50 "," £15,000.00 "
2010Q01,Cost of Sales,Maxi Dog,,," £15,998.50 "," £15,000.00 "
2009Q04,Cost of Sales,Maxi Dog,,," £20,671.00 "," £15,000.00 "
2009Q03,Cost of Sales,Maxi Dog,,," £16,915.50 "," £15,000.00 "
2009Q02,Cost of Sales,Maxi Dog,,," £2,943.50 "," £15,000.00 "
2009Q01,Cost of Sales,Maxi Dog,,," £1,820.00 "," £15,000.00 "
2008Q04,Cost of Sales,Maxi Dog,,," £5,663.00 "," £15,000.00 "
2008Q03,Cost of Sales,Maxi Dog,,," £26,404.00 "," £15,000.00 "
2008Q02,Cost of Sales,Maxi Dog,,," £11,928.00 "," £15,000.00 "
2008Q01,Cost of Sales,Maxi Dog,,," £34,013.00 "," £15,000.00 "
2007Q04,Cost of Sales,Maxi Dog,,," £13,531.00 "," £15,000.00 "
2007Q03,Cost of Sales,Maxi Dog,,," £9,593.50 "," £15,000.00 "
2007Q02,Cost of Sales,Maxi Dog,,," £23,866.50 "," £15,000.00 "
2007Q01,Cost of Sales,Maxi Dog,,," £16,583.00 "," £15,000.00 "
2006Q04,Cost of Sales,Maxi Dog,,," £34,093.50 "," £15,000.00 "
2006Q03,Cost of Sales,Maxi Dog,,," £5,946.50 "," £15,000.00 "
2006Q02,Cost of Sales,Maxi Dog,,," £27,968.50 "," £15,000.00 "
2006Q01,Cost of Sales,Maxi Dog,,," £9,618.00 "," £15,000.00 "
2005Q04,Cost of Sales,Maxi Dog,,," £30,681.00 "," £15,000.00 "
2005Q03,Cost of Sales,Maxi Dog,,," £9,712.50 "," £15,000.00 "
2005Q02,Cost of Sales,Maxi Dog,,," £2,082.50 "," £15,000.00 "
2005Q01,Cost of Sales,Maxi Dog,,, £451.50 ," £15,000.00 "
2004Q04,Cost of Sales,Maxi Dog,,, £980.00 ," £15,000.00 "
2004Q03,Cost of Sales,Maxi Dog,,," £3,311.00 "," £15,000.00 "
2004Q02,Cost of Sales,Maxi Dog,,," £7,591.50 "," £15,000.00 "
2004Q01,Cost of Sales,Maxi Dog,,, £637.00 ," £15,000.00 "
2003Q04,Cost of Sales,Maxi Dog,,," £16,009.00 "," £15,000.00 "
2003Q03,Cost of Sales,Maxi Dog,,," £18,224.50 "," £15,000.00 "
2003Q02,Cost of Sales,Maxi Dog,,," £20,240.50 "," £15,000.00 "
2003Q01,Cost of Sales,Maxi Dog,,," £19,082.00 "," £15,000.00 "
2002Q04,Cost of Sales,Maxi Dog,,," £16,327.50 "," £15,000.00 "
2002Q03,Cost of Sales,Maxi Dog,,," £1,284.50 "," £15,000.00 "
2002Q02,Cost of Sales,Maxi Dog,,," £25,900.00 "," £15,000.00 "
2002Q01,Cost of Sales,Maxi Dog,,," £10,717.00 "," £15,000.00 "
2001Q04,Cost of Sales,Maxi Dog,,," £4,340.00 "," £15,000.00 "
2001Q03,Cost of Sales,Maxi Dog,,," £18,263.00 "," £15,000.00 "
2001Q02,Cost of Sales,Maxi Dog,,," £1,813.00 "," £15,000.00 "
2001Q01,Cost of Sales,Maxi Dog,,," £1,281.00 "," £15,000.00 "
2000Q04,Cost of Sales,Maxi Dog,,," £24,101.00 "," £15,000.00 "
2000Q03,Cost of Sales,Maxi Dog,,," £26,502.00 "," £15,000.00 "
2000Q02,Cost of Sales,Maxi Dog,,," £5,666.50 "," £15,000.00 "
2000Q01,Cost of Sales,Maxi Dog,,," £22,610.00 "," £15,000.00 "
1999Q04,Cost of Sales,Maxi Dog,,," £20,832.00 "," £15,000.00 "
1999Q03,Cost of Sales,Maxi Dog,,," £33,117.00 "," £15,000.00 "
1999Q02,Cost of Sales,Maxi Dog,,," £24,514.00 "," £15,000.00 "
1999Q01,Cost of Sales,Maxi Dog,,," £9,915.50 "," £15,000.00 "
2017Q02,Cost of Sales,Kitty Box,,," £19,928.00 "," £30,000.00 "
2017Q01,Cost of Sales,Kitty Box,,," £4,502.00 "," £30,000.00 "
2016Q04,Cost of Sales,Kitty Box,,, £370.00 ," £30,000.00 "
2016Q03,Cost of Sales,Kitty Box,,," £8,462.00 "," £30,000.00 "
2016Q02,Cost of Sales,Kitty Box,,," £11,306.00 "," £30,000.00 "
2016Q01,Cost of Sales,Kitty Box,,," £12,076.00 "," £30,000.00 "
2015Q04,Cost of Sales,Kitty Box,,," £9,630.00 "," £30,000.00 "
2015Q03,Cost of Sales,Kitty Box,,, £456.00 ," £30,000.00 "
2015Q02,Cost of Sales,Kitty Box,,," £15,582.00 "," £30,000.00 "
2015Q01,Cost of Sales,Kitty Box,,," £3,590.00 "," £30,000.00 "
2014Q04,Cost of Sales,Kitty Box,,," £18,112.00 "," £30,000.00 "
2014Q03,Cost of Sales,Kitty Box,,," £17,536.00 "," £30,000.00 "
2014Q02,Cost of Sales,Kitty Box,,," £5,886.00 "," £30,000.00 "
2014Q01,Cost of Sales,Kitty Box,,," £18,626.00 "," £30,000.00 "
2013Q04,Cost of Sales,Kitty Box,,," £8,620.00 "," £30,000.00 "
2013Q03,Cost of Sales,Kitty Box,,," £19,284.00 "," £30,000.00 "
2013Q02,Cost of Sales,Kitty Box,,," £7,904.00 "," £30,000.00 "
2013Q01,Cost of Sales,Kitty Box,,, £554.00 ," £30,000.00 "
2012Q04,Cost of Sales,Kitty Box,,," £9,316.00 "," £30,000.00 "
2012Q03,Cost of Sales,Kitty Box,,," £8,228.00 "," £30,000.00 "
2012Q02,Cost of Sales,Kitty Box,,," £14,486.00 "," £30,000.00 "
2012Q01,Cost of Sales,Kitty Box,,," £2,120.00 "," £30,000.00 "
2011Q04,Cost of Sales,Kitty Box,,," £6,362.00 "," £30,000.00 "
2011Q03,Cost of Sales,Kitty Box,,," £18,784.00 "," £30,000.00 "
2011Q02,Cost of Sales,Kitty Box,,," £4,048.00 "," £30,000.00 "
2011Q01,Cost of Sales,Kitty Box,,," £7,260.00 "," £30,000.00 "
2010Q04,Cost of Sales,Kitty Box,,," £2,314.00 "," £30,000.00 "
2010Q03,Cost of Sales,Kitty Box,,," £3,840.00 "," £30,000.00 "
2010Q02,Cost of Sales,Kitty Box,,," £17,162.00 "," £30,000.00 "
2010Q01,Cost of Sales,Kitty Box,,," £9,142.00 "," £30,000.00 "
2009Q04,Cost of Sales,Kitty Box,,," £11,812.00 "," £30,000.00 "
2009Q03,Cost of Sales,Kitty Box,,," £9,666.00 "," £30,000.00 "
2009Q02,Cost of Sales,Kitty Box,,," £1,682.00 "," £30,000.00 "
2009Q01,Cost of Sales,Kitty Box,,," £1,040.00 "," £30,000.00 "
2008Q04,Cost of Sales,Kitty Box,,," £3,236.00 "," £30,000.00 "
2008Q03,Cost of Sales,Kitty Box,,," £15,088.00 "," £30,000.00 "
2008Q02,Cost of Sales,Kitty Box,,," £6,816.00 "," £30,000.00 "
2008Q01,Cost of Sales,Kitty Box,,," £19,436.00 "," £30,000.00 "
2007Q04,Cost of Sales,Kitty Box,,," £7,732.00 "," £30,000.00 "
2007Q03,Cost of Sales,Kitty Box,,," £5,482.00 "," £30,000.00 "
2007Q02,Cost of Sales,Kitty Box,,," £13,638.00 "," £30,000.00 "
2007Q01,Cost of Sales,Kitty Box,,," £9,476.00 "," £30,000.00 "
2006Q04,Cost of Sales,Kitty Box,,," £19,482.00 "," £30,000.00 "
2006Q03,Cost of Sales,Kitty Box,,," £3,398.00 "," £30,000.00 "
2006Q02,Cost of Sales,Kitty Box,,," £15,982.00 "," £30,000.00 "
2006Q01,Cost of Sales,Kitty Box,,," £5,496.00 "," £30,000.00 "
2005Q04,Cost of Sales,Kitty Box,,," £17,532.00 "," £30,000.00 "
2005Q03,Cost of Sales,Kitty Box,,," £5,550.00 "," £30,000.00 "
2005Q02,Cost of Sales,Kitty Box,,," £1,190.00 "," £30,000.00 "
2005Q01,Cost of Sales,Kitty Box,,, £258.00 ," £30,000.00 "
2004Q04,Cost of Sales,Kitty Box,,, £560.00 ," £30,000.00 "
2004Q03,Cost of Sales,Kitty Box,,," £1,892.00 "," £30,000.00 "
2004Q02,Cost of Sales,Kitty Box,,," £4,338.00 "," £30,000.00 "
2004Q01,Cost of Sales,Kitty Box,,, £364.00 ," £30,000.00 "
2003Q04,Cost of Sales,Kitty Box,,," £9,148.00 "," £30,000.00 "
2003Q03,Cost of Sales,Kitty Box,,," £10,414.00 "," £30,000.00 "
2003Q02,Cost of Sales,Kitty Box,,," £11,566.00 "," £30,000.00 "
2003Q01,Cost of Sales,Kitty Box,,," £10,904.00 "," £30,000.00 "
2002Q04,Cost of Sales,Kitty Box,,," £9,330.00 "," £30,000.00 "
2002Q03,Cost of Sales,Kitty Box,,, £734.00 ," £30,000.00 "
2002Q02,Cost of Sales,Kitty Box,,," £14,800.00 "," £30,000.00 "
2002Q01,Cost of Sales,Kitty Box,,," £6,124.00 "," £30,000.00 "
2001Q04,Cost of Sales,Kitty Box,,," £2,480.00 "," £30,000.00 "
2001Q03,Cost of Sales,Kitty Box,,," £10,436.00 "," £30,000.00 "
2001Q02,Cost of Sales,Kitty Box,,," £1,036.00 "," £30,000.00 "
2001Q01,Cost of Sales,Kitty Box,,, £732.00 ," £30,000.00 "
2000Q04,Cost of Sales,Kitty Box,,," £13,772.00 "," £30,000.00 "
2000Q03,Cost of Sales,Kitty Box,,," £15,144.00 "," £30,000.00 "
2000Q02,Cost of Sales,Kitty Box,,," £3,238.00 "," £30,000.00 "
2000Q01,Cost of Sales,Kitty Box,,," £12,920.00 "," £30,000.00 "
1999Q04,Cost of Sales,Kitty Box,,," £11,904.00 "," £30,000.00 "
1999Q03,Cost of Sales,Kitty Box,,," £18,924.00 "," £30,000.00 "
1999Q02,Cost of Sales,Kitty Box,,," £14,008.00 "," £30,000.00 "
1999Q01,Cost of Sales,Kitty Box,,," £5,666.00 "," £30,000.00 "
2017Q02,Cost of Sales,Muis Huis,,," £29,892.00 "," £4,000.00 "
2017Q01,Cost of Sales,Muis Huis,,," £6,753.00 "," £4,000.00 "
2016Q04,Cost of Sales,Muis Huis,,, £555.00 ," £4,000.00 "
2016Q03,Cost of Sales,Muis Huis,,," £12,693.00 "," £4,000.00 "
2016Q02,Cost of Sales,Muis Huis,,," £16,959.00 "," £4,000.00 "
2016Q01,Cost of Sales,Muis Huis,,," £18,114.00 "," £4,000.00 "
2015Q04,Cost of Sales,Muis Huis,,," £14,445.00 "," £4,000.00 "
2015Q03,Cost of Sales,Muis Huis,,, £684.00 ," £4,000.00 "
2015Q02,Cost of Sales,Muis Huis,,," £23,373.00 "," £4,000.00 "
2015Q01,Cost of Sales,Muis Huis,,," £5,385.00 "," £4,000.00 "
2014Q04,Cost of Sales,Muis Huis,,," £27,168.00 "," £4,000.00 "
2014Q03,Cost of Sales,Muis Huis,,," £26,304.00 "," £4,000.00 "
2014Q02,Cost of Sales,Muis Huis,,," £8,829.00 "," £4,000.00 "
2014Q01,Cost of Sales,Muis Huis,,," £27,939.00 "," £4,000.00 "
2013Q04,Cost of Sales,Muis Huis,,," £12,930.00 "," £4,000.00 "
2013Q03,Cost of Sales,Muis Huis,,," £28,926.00 "," £4,000.00 "
2013Q02,Cost of Sales,Muis Huis,,," £11,856.00 "," £4,000.00 "
2013Q01,Cost of Sales,Muis Huis,,, £831.00 ," £4,000.00 "
2012Q04,Cost of Sales,Muis Huis,,," £13,974.00 "," £4,000.00 "
2012Q03,Cost of Sales,Muis Huis,,," £12,342.00 "," £4,000.00 "
2012Q02,Cost of Sales,Muis Huis,,," £21,729.00 "," £4,000.00 "
2012Q01,Cost of Sales,Muis Huis,,," £3,180.00 "," £4,000.00 "
2011Q04,Cost of Sales,Muis Huis,,," £9,543.00 "," £4,000.00 "
2011Q03,Cost of Sales,Muis Huis,,," £28,176.00 "," £4,000.00 "
2011Q02,Cost of Sales,Muis Huis,,," £6,072.00 "," £4,000.00 "
2011Q01,Cost of Sales,Muis Huis,,," £10,890.00 "," £4,000.00 "
2010Q04,Cost of Sales,Muis Huis,,," £3,471.00 "," £4,000.00 "
2010Q03,Cost of Sales,Muis Huis,,," £5,760.00 "," £4,000.00 "
2010Q02,Cost of Sales,Muis Huis,,," £25,743.00 "," £4,000.00 "
2010Q01,Cost of Sales,Muis Huis,,," £13,713.00 "," £4,000.00 "
2009Q04,Cost of Sales,Muis Huis,,," £17,718.00 "," £4,000.00 "
2009Q03,Cost of Sales,Muis Huis,,," £14,499.00 "," £4,000.00 "
2009Q02,Cost of Sales,Muis Huis,,," £2,523.00 "," £4,000.00 "
2009Q01,Cost of Sales,Muis Huis,,," £1,560.00 "," £4,000.00 "
2008Q04,Cost of Sales,Muis Huis,,," £4,854.00 "," £4,000.00 "
2008Q03,Cost of Sales,Muis Huis,,," £22,632.00 "," £4,000.00 "
2008Q02,Cost of Sales,Muis Huis,,," £10,224.00 "," £4,000.00 "
2008Q01,Cost of Sales,Muis Huis,,," £29,154.00 "," £4,000.00 "
2007Q04,Cost of Sales,Muis Huis,,," £11,598.00 "," £4,000.00 "
2007Q03,Cost of Sales,Muis Huis,,," £8,223.00 "," £4,000.00 "
2007Q02,Cost of Sales,Muis Huis,,," £20,457.00 "," £4,000.00 "
2007Q01,Cost of Sales,Muis Huis,,," £14,214.00 "," £4,000.00 "
2006Q04,Cost of Sales,Muis Huis,,," £29,223.00 "," £4,000.00 "
2006Q03,Cost of Sales,Muis Huis,,," £5,097.00 "," £4,000.00 "
2006Q02,Cost of Sales,Muis Huis,,," £23,973.00 "," £4,000.00 "
2006Q01,Cost of Sales,Muis Huis,,," £8,244.00 "," £4,000.00 "
2005Q04,Cost of Sales,Muis Huis,,," £26,298.00 "," £4,000.00 "
2005Q03,Cost of Sales,Muis Huis,,," £8,325.00 "," £4,000.00 "
2005Q02,Cost of Sales,Muis Huis,,," £1,785.00 "," £4,000.00 "
2005Q01,Cost of Sales,Muis Huis,,, £387.00 ," £4,000.00 "
2004Q04,Cost of Sales,Muis Huis,,, £840.00 ," £4,000.00 "
2004Q03,Cost of Sales,Muis Huis,,," £2,838.00 "," £4,000.00 "
2004Q02,Cost of Sales,Muis Huis,,," £6,507.00 "," £4,000.00 "
2004Q01,Cost of Sales,Muis Huis,,, £546.00 ," £4,000.00 "
2003Q04,Cost of Sales,Muis Huis,,," £13,722.00 "," £4,000.00 "
2003Q03,Cost of Sales,Muis Huis,,," £15,621.00 "," £4,000.00 "
2003Q02,Cost of Sales,Muis Huis,,," £17,349.00 "," £4,000.00 "
2003Q01,Cost of Sales,Muis Huis,,," £16,356.00 "," £4,000.00 "
2002Q04,Cost of Sales,Muis Huis,,," £13,995.00 "," £4,000.00 "
2002Q03,Cost of Sales,Muis Huis,,," £1,101.00 "," £4,000.00 "
2002Q02,Cost of Sales,Muis Huis,,," £22,200.00 "," £4,000.00 "
2002Q01,Cost of Sales,Muis Huis,,," £9,186.00 "," £4,000.00 "
2001Q04,Cost of Sales,Muis Huis,,," £3,720.00 "," £4,000.00 "
2001Q03,Cost of Sales,Muis Huis,,," £15,654.00 "," £4,000.00 "
2001Q02,Cost of Sales,Muis Huis,,," £1,554.00 "," £4,000.00 "
2001Q01,Cost of Sales,Muis Huis,,," £1,098.00 "," £4,000.00 "
2000Q04,Cost of Sales,Muis Huis,,," £20,658.00 "," £4,000.00 "
2000Q03,Cost of Sales,Muis Huis,,," £22,716.00 "," £4,000.00 "
2000Q02,Cost of Sales,Muis Huis,,," £4,857.00 "," £4,000.00 "
2000Q01,Cost of Sales,Muis Huis,,," £19,380.00 "," £4,000.00 "
1999Q04,Cost of Sales,Muis Huis,,," £17,856.00 "," £4,000.00 "
1999Q03,Cost of Sales,Muis Huis,,," £28,386.00 "," £4,000.00 "
1999Q02,Cost of Sales,Muis Huis,,," £21,012.00 "," £4,000.00 "
1999Q01,Cost of Sales,Muis Huis,,," £8,499.00 "," £4,000.00 "
2017Q02,Cost of Sales,Hot Blanket,,," £2,989.20 "," £12,000.00 "
2017Q01,Cost of Sales,Hot Blanket,,, £675.30 ," £12,000.00 "
2016Q04,Cost of Sales,Hot Blanket,,, £55.50 ," £12,000.00 "
2016Q03,Cost of Sales,Hot Blanket,,," £1,269.30 "," £12,000.00 "
2016Q02,Cost of Sales,Hot Blanket,,," £1,695.90 "," £12,000.00 "
2016Q01,Cost of Sales,Hot Blanket,,," £1,811.40 "," £12,000.00 "
2015Q04,Cost of Sales,Hot Blanket,,," £1,444.50 "," £12,000.00 "
2015Q03,Cost of Sales,Hot Blanket,,, £68.40 ," £12,000.00 "
2015Q02,Cost of Sales,Hot Blanket,,," £2,337.30 "," £12,000.00 "
2015Q01,Cost of Sales,Hot Blanket,,, £538.50 ," £12,000.00 "
2014Q04,Cost of Sales,Hot Blanket,,," £2,716.80 "," £12,000.00 "
2014Q03,Cost of Sales,Hot Blanket,,," £2,630.40 "," £12,000.00 "
2014Q02,Cost of Sales,Hot Blanket,,, £882.90 ," £12,000.00 "
2014Q01,Cost of Sales,Hot Blanket,,," £2,793.90 "," £12,000.00 "
2013Q04,Cost of Sales,Hot Blanket,,," £1,293.00 "," £12,000.00 "
2013Q03,Cost of Sales,Hot Blanket,,," £2,892.60 "," £12,000.00 "
2013Q02,Cost of Sales,Hot Blanket,,," £1,185.60 "," £12,000.00 "
2013Q01,Cost of Sales,Hot Blanket,,, £83.10 ," £12,000.00 "
2012Q04,Cost of Sales,Hot Blanket,,," £1,397.40 "," £12,000.00 "
2012Q03,Cost of Sales,Hot Blanket,,," £1,234.20 "," £12,000.00 "
2012Q02,Cost of Sales,Hot Blanket,,," £2,172.90 "," £12,000.00 "
2012Q01,Cost of Sales,Hot Blanket,,, £318.00 ," £12,000.00 "
2011Q04,Cost of Sales,Hot Blanket,,, £954.30 ," £12,000.00 "
2011Q03,Cost of Sales,Hot Blanket,,," £2,817.60 "," £12,000.00 "
2011Q02,Cost of Sales,Hot Blanket,,, £607.20 ," £12,000.00 "
2011Q01,Cost of Sales,Hot Blanket,,," £1,089.00 "," £12,000.00 "
2010Q04,Cost of Sales,Hot Blanket,,, £347.10 ," £12,000.00 "
2010Q03,Cost of Sales,Hot Blanket,,, £576.00 ," £12,000.00 "
2010Q02,Cost of Sales,Hot Blanket,,," £2,574.30 "," £12,000.00 "
2010Q01,Cost of Sales,Hot Blanket,,," £1,371.30 "," £12,000.00 "
2009Q04,Cost of Sales,Hot Blanket,,," £1,771.80 "," £12,000.00 "
2009Q03,Cost of Sales,Hot Blanket,,," £1,449.90 "," £12,000.00 "
2009Q02,Cost of Sales,Hot Blanket,,, £252.30 ," £12,000.00 "
2009Q01,Cost of Sales,Hot Blanket,,, £156.00 ," £12,000.00 "
2008Q04,Cost of Sales,Hot Blanket,,, £485.40 ," £12,000.00 "
2008Q03,Cost of Sales,Hot Blanket,,," £2,263.20 "," £12,000.00 "
2008Q02,Cost of Sales,Hot Blanket,,," £1,022.40 "," £12,000.00 "
2008Q01,Cost of Sales,Hot Blanket,,," £2,915.40 "," £12,000.00 "
2007Q04,Cost of Sales,Hot Blanket,,," £1,159.80 "," £12,000.00 "
2007Q03,Cost of Sales,Hot Blanket,,, £822.30 ," £12,000.00 "
2007Q02,Cost of Sales,Hot Blanket,,," £2,045.70 "," £12,000.00 "
2007Q01,Cost of Sales,Hot Blanket,,," £1,421.40 "," £12,000.00 "
2006Q04,Cost of Sales,Hot Blanket,,," £2,922.30 "," £12,000.00 "
2006Q03,Cost of Sales,Hot Blanket,,, £509.70 ," £12,000.00 "
2006Q02,Cost of Sales,Hot Blanket,,," £2,397.30 "," £12,000.00 "
2006Q01,Cost of Sales,Hot Blanket,,, £824.40 ," £12,000.00 "
2005Q04,Cost of Sales,Hot Blanket,,," £2,629.80 "," £12,000.00 "
2005Q03,Cost of Sales,Hot Blanket,,, £832.50 ," £12,000.00 "
2005Q02,Cost of Sales,Hot Blanket,,, £178.50 ," £12,000.00 "
2005Q01,Cost of Sales,Hot Blanket,,, £38.70 ," £12,000.00 "
2004Q04,Cost of Sales,Hot Blanket,,, £84.00 ," £12,000.00 "
2004Q03,Cost of Sales,Hot Blanket,,, £283.80 ," £12,000.00 "
2004Q02,Cost of Sales,Hot Blanket,,, £650.70 ," £12,000.00 "
2004Q01,Cost of Sales,Hot Blanket,,, £54.60 ," £12,000.00 "
2003Q04,Cost of Sales,Hot Blanket,,," £1,372.20 "," £12,000.00 "
2003Q03,Cost of Sales,Hot Blanket,,," £1,562.10 "," £12,000.00 "
2003Q02,Cost of Sales,Hot Blanket,,," £1,734.90 "," £12,000.00 "
2003Q01,Cost of Sales,Hot Blanket,,," £1,635.60 "," £12,000.00 "
2002Q04,Cost of Sales,Hot Blanket,,," £1,399.50 "," £12,000.00 "
2002Q03,Cost of Sales,Hot Blanket,,, £110.10 ," £12,000.00 "
2002Q02,Cost of Sales,Hot Blanket,,," £2,220.00 "," £12,000.00 "
2002Q01,Cost of Sales,Hot Blanket,,, £918.60 ," £12,000.00 "
2001Q04,Cost of Sales,Hot Blanket,,, £372.00 ," £12,000.00 "
2001Q03,Cost of Sales,Hot Blanket,,," £1,565.40 "," £12,000.00 "
2001Q02,Cost of Sales,Hot Blanket,,, £155.40 ," £12,000.00 "
2001Q01,Cost of Sales,Hot Blanket,,, £109.80 ," £12,000.00 "
2000Q04,Cost of Sales,Hot Blanket,,," £2,065.80 "," £12,000.00 "
2000Q03,Cost of Sales,Hot Blanket,,," £2,271.60 "," £12,000.00 "
2000Q02,Cost of Sales,Hot Blanket,,, £485.70 ," £12,000.00 "
2000Q01,Cost of Sales,Hot Blanket,,," £1,938.00 "," £12,000.00 "
1999Q04,Cost of Sales,Hot Blanket,,," £1,785.60 "," £12,000.00 "
1999Q03,Cost of Sales,Hot Blanket,,," £2,838.60 "," £12,000.00 "
1999Q02,Cost of Sales,Hot Blanket,,," £2,101.20 "," £12,000.00 "
1999Q01,Cost of Sales,Hot Blanket,,, £849.90 ," £12,000.00 "
2017Q02,Cost of Sales,Water Jug,,, £199.28 ," £180,000.00 "
2017Q01,Cost of Sales,Water Jug,,, £45.02 ," £180,000.00 "
2016Q04,Cost of Sales,Water Jug,,, £3.70 ," £180,000.00 "
2016Q03,Cost of Sales,Water Jug,,, £84.62 ," £180,000.00 "
2016Q02,Cost of Sales,Water Jug,,, £113.06 ," £180,000.00 "
2016Q01,Cost of Sales,Water Jug,,, £120.76 ," £180,000.00 "
2015Q04,Cost of Sales,Water Jug,,, £96.30 ," £180,000.00 "
2015Q03,Cost of Sales,Water Jug,,, £4.56 ," £180,000.00 "
2015Q02,Cost of Sales,Water Jug,,, £155.82 ," £180,000.00 "
2015Q01,Cost of Sales,Water Jug,,, £35.90 ," £180,000.00 "
2014Q04,Cost of Sales,Water Jug,,, £181.12 ," £180,000.00 "
2014Q03,Cost of Sales,Water Jug,,, £175.36 ," £180,000.00 "
2014Q02,Cost of Sales,Water Jug,,, £58.86 ," £180,000.00 "
2014Q01,Cost of Sales,Water Jug,,, £186.26 ," £180,000.00 "
2013Q04,Cost of Sales,Water Jug,,, £86.20 ," £180,000.00 "
