QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3,Amount,QTY
2013Q04,EXPENSES,Adminstrative,Outside services,"",,
2013Q04,EXPENSES,Adminstrative,Rent,"",,
2013Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2013Q04,EXPENSES,Adminstrative,Supplies,"",,
2013Q04,EXPENSES,Adminstrative,Telephone,"",,
2013Q04,EXPENSES,Adminstrative,Utilities,"",,
2013Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2013Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2013Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2013Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2013Q04,EXPENSES,Development,Patents,"",,
2013Q04,EXPENSES,Development,Technology Rental,"",,
2013Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2013Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2013Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2013Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2013Q04,Non-Operation Income,Gifts and Dotions,"","",,
2013Q04,Non-Operation Income,Interest,"","",,
2013Q04,Non-Operation Income,Other Income,"","",,
2013Q04,Non-Operation Income,Rental,"","",,
2013Q04,Sales Revenue,Hot Blanket,"","",,
2013Q04,Sales Revenue,Kitty Box,"","",,
2013Q04,Sales Revenue,Maxi Dog,"","",,
2013Q04,Sales Revenue,Muis Huis,"","",,
2013Q04,Sales Revenue,Water Jug,"","",,
2013Q03,Cost of Sales,Hot Blanket,"","",,
2013Q03,Cost of Sales,Kitty Box,"","",,
2013Q03,Cost of Sales,Maxi Dog,"","",,
2013Q03,Cost of Sales,Muis Huis,"","",,
2013Q03,Cost of Sales,Water Jug,"","",,
2013Q03,EXPENSES,Adminstrative,Depreciation,"",,
2013Q03,EXPENSES,Adminstrative,Insurance,"",,
2013Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2013Q03,EXPENSES,Adminstrative,Outside services,"",,
2013Q03,EXPENSES,Adminstrative,Rent,"",,
2013Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2013Q03,EXPENSES,Adminstrative,Supplies,"",,
2013Q03,EXPENSES,Adminstrative,Telephone,"",,
2013Q03,EXPENSES,Adminstrative,Utilities,"",,
2013Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2013Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2013Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2013Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2013Q03,EXPENSES,Development,Patents,"",,
2013Q03,EXPENSES,Development,Technology Rental,"",,
2013Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2013Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2013Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2013Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2013Q03,Non-Operation Income,Gifts and Dotions,"","",,
2013Q03,Non-Operation Income,Interest,"","",,
2013Q03,Non-Operation Income,Other Income,"","",,
2013Q03,Non-Operation Income,Rental,"","",,
2013Q03,Sales Revenue,Hot Blanket,"","",,
2013Q03,Sales Revenue,Kitty Box,"","",,
2013Q03,Sales Revenue,Maxi Dog,"","",,
2013Q03,Sales Revenue,Muis Huis,"","",,
2013Q03,Sales Revenue,Water Jug,"","",,
2013Q02,Cost of Sales,Hot Blanket,"","",,
2013Q02,Cost of Sales,Kitty Box,"","",,
2013Q02,Cost of Sales,Maxi Dog,"","",,
2013Q02,Cost of Sales,Muis Huis,"","",,
2013Q02,Cost of Sales,Water Jug,"","",,
2013Q02,EXPENSES,Adminstrative,Depreciation,"",,
2013Q02,EXPENSES,Adminstrative,Insurance,"",,
2013Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2013Q02,EXPENSES,Adminstrative,Outside services,"",,
2013Q02,EXPENSES,Adminstrative,Rent,"",,
2013Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2013Q02,EXPENSES,Adminstrative,Supplies,"",,
2013Q02,EXPENSES,Adminstrative,Telephone,"",,
2013Q02,EXPENSES,Adminstrative,Utilities,"",,
2013Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2013Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2013Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2013Q02,EXPENSES,Adminstrative,Web site maintence,"",,
2013Q02,EXPENSES,Development,Patents,"",,
2013Q02,EXPENSES,Development,Technology Rental,"",,
2013Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2013Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2013Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2013Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2013Q02,Non-Operation Income,Gifts and Dotions,"","",,
2013Q02,Non-Operation Income,Interest,"","",,
2013Q02,Non-Operation Income,Other Income,"","",,
2013Q02,Non-Operation Income,Rental,"","",,
2013Q02,Sales Revenue,Hot Blanket,"","",,
2013Q02,Sales Revenue,Kitty Box,"","",,
2013Q02,Sales Revenue,Maxi Dog,"","",,
2013Q02,Sales Revenue,Muis Huis,"","",,
2013Q02,Sales Revenue,Water Jug,"","",,
2013Q01,Cost of Sales,Hot Blanket,"","",,
2013Q01,Cost of Sales,Kitty Box,"","",,
2013Q01,Cost of Sales,Maxi Dog,"","",,
2013Q01,Cost of Sales,Muis Huis,"","",,
2013Q01,Cost of Sales,Water Jug,"","",,
2013Q01,EXPENSES,Adminstrative,Depreciation,"",,
2013Q01,EXPENSES,Adminstrative,Insurance,"",,
2013Q01,EXPENSES,Adminstrative,Meals and entertainment,"",,
2013Q01,EXPENSES,Adminstrative,Outside services,"",,
2013Q01,EXPENSES,Adminstrative,Rent,"",,
2013Q01,EXPENSES,Adminstrative,Repairs and maintence,"",,
2013Q01,EXPENSES,Adminstrative,Supplies,"",,
2013Q01,EXPENSES,Adminstrative,Telephone,"",,
2013Q01,EXPENSES,Adminstrative,Utilities,"",,
2013Q01,EXPENSES,Adminstrative,Wages and salaries,"",,
2013Q01,EXPENSES,Adminstrative,Web site consultancy,"",,
2013Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2013Q01,EXPENSES,Adminstrative,Web site maintence,"",,
2013Q01,EXPENSES,Development,Patents,"",,
2013Q01,EXPENSES,Development,Technology Rental,"",,
2013Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2013Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2013Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2013Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2013Q01,Non-Operation Income,Gifts and Dotions,"","",,
2013Q01,Non-Operation Income,Interest,"","",,
2013Q01,Non-Operation Income,Other Income,"","",,
2013Q01,Non-Operation Income,Rental,"","",,
2013Q01,Sales Revenue,Hot Blanket,"","",,
2013Q01,Sales Revenue,Kitty Box,"","",,
2013Q01,Sales Revenue,Maxi Dog,"","",,
2013Q01,Sales Revenue,Muis Huis,"","",,
2013Q01,Sales Revenue,Water Jug,"","",,
2012Q04,Cost of Sales,Hot Blanket,"","",,
2012Q04,Cost of Sales,Kitty Box,"","",,
2012Q04,Cost of Sales,Maxi Dog,"","",,
2012Q04,Cost of Sales,Muis Huis,"","",,
2012Q04,Cost of Sales,Water Jug,"","",,
2012Q04,EXPENSES,Adminstrative,Depreciation,"",,
2012Q04,EXPENSES,Adminstrative,Insurance,"",,
2012Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
2012Q04,EXPENSES,Adminstrative,Outside services,"",,
2012Q04,EXPENSES,Adminstrative,Rent,"",,
2012Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2012Q04,EXPENSES,Adminstrative,Supplies,"",,
2012Q04,EXPENSES,Adminstrative,Telephone,"",,
2012Q04,EXPENSES,Adminstrative,Utilities,"",,
2012Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2012Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2012Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2012Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2012Q04,EXPENSES,Development,Patents,"",,
2012Q04,EXPENSES,Development,Technology Rental,"",,
2012Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2012Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2012Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2012Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2012Q04,Non-Operation Income,Gifts and Dotions,"","",,
2012Q04,Non-Operation Income,Interest,"","",,
2012Q04,Non-Operation Income,Other Income,"","",,
2012Q04,Non-Operation Income,Rental,"","",,
2012Q04,Sales Revenue,Hot Blanket,"","",,
2012Q04,Sales Revenue,Kitty Box,"","",,
2012Q04,Sales Revenue,Maxi Dog,"","",,
2012Q04,Sales Revenue,Muis Huis,"","",,
2012Q04,Sales Revenue,Water Jug,"","",,
2012Q03,Cost of Sales,Hot Blanket,"","",,
2012Q03,Cost of Sales,Kitty Box,"","",,
2012Q03,Cost of Sales,Maxi Dog,"","",,
2012Q03,Cost of Sales,Muis Huis,"","",,
2012Q03,Cost of Sales,Water Jug,"","",,
2012Q03,EXPENSES,Adminstrative,Depreciation,"",,
2012Q03,EXPENSES,Adminstrative,Insurance,"",,
2012Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2012Q03,EXPENSES,Adminstrative,Outside services,"",,
2012Q03,EXPENSES,Adminstrative,Rent,"",,
2012Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2012Q03,EXPENSES,Adminstrative,Supplies,"",,
2012Q03,EXPENSES,Adminstrative,Telephone,"",,
2012Q03,EXPENSES,Adminstrative,Utilities,"",,
2012Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2012Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2012Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2012Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2012Q03,EXPENSES,Development,Patents,"",,
2012Q03,EXPENSES,Development,Technology Rental,"",,
2012Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2012Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2012Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2012Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2012Q03,Non-Operation Income,Gifts and Dotions,"","",,
2012Q03,Non-Operation Income,Interest,"","",,
2012Q03,Non-Operation Income,Other Income,"","",,
2012Q03,Non-Operation Income,Rental,"","",,
2012Q03,Sales Revenue,Hot Blanket,"","",,
2012Q03,Sales Revenue,Kitty Box,"","",,
2012Q03,Sales Revenue,Maxi Dog,"","",,
2012Q03,Sales Revenue,Muis Huis,"","",,
2012Q03,Sales Revenue,Water Jug,"","",,
2012Q02,Cost of Sales,Hot Blanket,"","",,
2012Q02,Cost of Sales,Kitty Box,"","",,
2012Q02,Cost of Sales,Maxi Dog,"","",,
2012Q02,Cost of Sales,Muis Huis,"","",,
2012Q02,Cost of Sales,Water Jug,"","",,
2012Q02,EXPENSES,Adminstrative,Depreciation,"",,
2012Q02,EXPENSES,Adminstrative,Insurance,"",,
2012Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2012Q02,EXPENSES,Adminstrative,Outside services,"",,
2012Q02,EXPENSES,Adminstrative,Rent,"",,
2012Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2012Q02,EXPENSES,Adminstrative,Supplies,"",,
2012Q02,EXPENSES,Adminstrative,Telephone,"",,
2012Q02,EXPENSES,Adminstrative,Utilities,"",,
2012Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2012Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2012Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2012Q02,EXPENSES,Adminstrative,Web site maintence,"",,
2012Q02,EXPENSES,Development,Patents,"",,
2012Q02,EXPENSES,Development,Technology Rental,"",,
2012Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2012Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2012Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2012Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2012Q02,Non-Operation Income,Gifts and Dotions,"","",,
2012Q02,Non-Operation Income,Interest,"","",,
2012Q02,Non-Operation Income,Other Income,"","",,
2012Q02,Non-Operation Income,Rental,"","",,
2012Q02,Sales Revenue,Hot Blanket,"","",,
2012Q02,Sales Revenue,Kitty Box,"","",,
2012Q02,Sales Revenue,Maxi Dog,"","",,
2012Q02,Sales Revenue,Muis Huis,"","",,
2012Q02,Sales Revenue,Water Jug,"","",,
2012Q01,Cost of Sales,Hot Blanket,"","",,
2012Q01,Cost of Sales,Kitty Box,"","",,
2012Q01,Cost of Sales,Maxi Dog,"","",,
2012Q01,Cost of Sales,Muis Huis,"","",,
2012Q01,Cost of Sales,Water Jug,"","",,
2012Q01,EXPENSES,Adminstrative,Depreciation,"",,
2012Q01,EXPENSES,Adminstrative,Insurance,"",,
2012Q01,EXPENSES,Adminstrative,Meals and entertainment,"",,
2012Q01,EXPENSES,Adminstrative,Outside services,"",,
2012Q01,EXPENSES,Adminstrative,Rent,"",,
2012Q01,EXPENSES,Adminstrative,Repairs and maintence,"",,
2012Q01,EXPENSES,Adminstrative,Supplies,"",,
2012Q01,EXPENSES,Adminstrative,Telephone,"",,
2012Q01,EXPENSES,Adminstrative,Utilities,"",,
2012Q01,EXPENSES,Adminstrative,Wages and salaries,"",,
2012Q01,EXPENSES,Adminstrative,Web site consultancy,"",,
2012Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2012Q01,EXPENSES,Adminstrative,Web site maintence,"",,
2012Q01,EXPENSES,Development,Patents,"",,
2012Q01,EXPENSES,Development,Technology Rental,"",,
2012Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2012Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2012Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2012Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2012Q01,Non-Operation Income,Gifts and Dotions,"","",,
2012Q01,Non-Operation Income,Interest,"","",,
2012Q01,Non-Operation Income,Other Income,"","",,
2012Q01,Non-Operation Income,Rental,"","",,
2012Q01,Sales Revenue,Hot Blanket,"","",,
2012Q01,Sales Revenue,Kitty Box,"","",,
2012Q01,Sales Revenue,Maxi Dog,"","",,
2012Q01,Sales Revenue,Muis Huis,"","",,
2012Q01,Sales Revenue,Water Jug,"","",,
2011Q04,Cost of Sales,Hot Blanket,"","",,
2011Q04,Cost of Sales,Kitty Box,"","",,
2011Q04,Cost of Sales,Maxi Dog,"","",,
2011Q04,Cost of Sales,Muis Huis,"","",,
2011Q04,Cost of Sales,Water Jug,"","",,
2011Q04,EXPENSES,Adminstrative,Depreciation,"",,
2011Q04,EXPENSES,Adminstrative,Insurance,"",,
2011Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
2011Q04,EXPENSES,Adminstrative,Outside services,"",,
2011Q04,EXPENSES,Adminstrative,Rent,"",,
2011Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2011Q04,EXPENSES,Adminstrative,Supplies,"",,
2011Q04,EXPENSES,Adminstrative,Telephone,"",,
2011Q04,EXPENSES,Adminstrative,Utilities,"",,
2011Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2011Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2011Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2011Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2011Q04,EXPENSES,Development,Patents,"",,
2011Q04,EXPENSES,Development,Technology Rental,"",,
2011Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2011Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2011Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2011Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2011Q04,Non-Operation Income,Gifts and Dotions,"","",,
2011Q04,Non-Operation Income,Interest,"","",,
2011Q04,Non-Operation Income,Other Income,"","",,
2011Q04,Non-Operation Income,Rental,"","",,
2011Q04,Sales Revenue,Hot Blanket,"","",,
2011Q04,Sales Revenue,Kitty Box,"","",,
2011Q04,Sales Revenue,Maxi Dog,"","",,
2011Q04,Sales Revenue,Muis Huis,"","",,
2011Q04,Sales Revenue,Water Jug,"","",,
2011Q03,Cost of Sales,Hot Blanket,"","",,
2011Q03,Cost of Sales,Kitty Box,"","",,
2011Q03,Cost of Sales,Maxi Dog,"","",,
2011Q03,Cost of Sales,Muis Huis,"","",,
2011Q03,Cost of Sales,Water Jug,"","",,
2011Q03,EXPENSES,Adminstrative,Depreciation,"",,
2011Q03,EXPENSES,Adminstrative,Insurance,"",,
2011Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2011Q03,EXPENSES,Adminstrative,Outside services,"",,
2011Q03,EXPENSES,Adminstrative,Rent,"",,
2011Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2011Q03,EXPENSES,Adminstrative,Supplies,"",,
2011Q03,EXPENSES,Adminstrative,Telephone,"",,
2011Q03,EXPENSES,Adminstrative,Utilities,"",,
2011Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2011Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2011Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2011Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2011Q03,EXPENSES,Development,Patents,"",,
2011Q03,EXPENSES,Development,Technology Rental,"",,
2011Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2011Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2011Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2011Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2011Q03,Non-Operation Income,Gifts and Dotions,"","",,
2011Q03,Non-Operation Income,Interest,"","",,
2011Q03,Non-Operation Income,Other Income,"","",,
2011Q03,Non-Operation Income,Rental,"","",,
2011Q03,Sales Revenue,Hot Blanket,"","",,
2011Q03,Sales Revenue,Kitty Box,"","",,
2011Q03,Sales Revenue,Maxi Dog,"","",,
2011Q03,Sales Revenue,Muis Huis,"","",,
2011Q03,Sales Revenue,Water Jug,"","",,
2011Q02,Cost of Sales,Hot Blanket,"","",,
2011Q02,Cost of Sales,Kitty Box,"","",,
2011Q02,Cost of Sales,Maxi Dog,"","",,
2011Q02,Cost of Sales,Muis Huis,"","",,
2011Q02,Cost of Sales,Water Jug,"","",,
2011Q02,EXPENSES,Adminstrative,Depreciation,"",,
2011Q02,EXPENSES,Adminstrative,Insurance,"",,
2011Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2011Q02,EXPENSES,Adminstrative,Outside services,"",,
2011Q02,EXPENSES,Adminstrative,Rent,"",,
2011Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2011Q02,EXPENSES,Adminstrative,Supplies,"",,
2011Q02,EXPENSES,Adminstrative,Telephone,"",,
2011Q02,EXPENSES,Adminstrative,Utilities,"",,
2011Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2011Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2011Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2011Q02,EXPENSES,Adminstrative,Web site maintence,"",,
2011Q02,EXPENSES,Development,Patents,"",,
2011Q02,EXPENSES,Development,Technology Rental,"",,
2011Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2011Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2011Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2011Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2011Q02,Non-Operation Income,Gifts and Dotions,"","",,
2011Q02,Non-Operation Income,Interest,"","",,
2011Q02,Non-Operation Income,Other Income,"","",,
2011Q02,Non-Operation Income,Rental,"","",,
2011Q02,Sales Revenue,Hot Blanket,"","",,
2011Q02,Sales Revenue,Kitty Box,"","",,
2011Q02,Sales Revenue,Maxi Dog,"","",,
2011Q02,Sales Revenue,Muis Huis,"","",,
2011Q02,Sales Revenue,Water Jug,"","",,
2011Q01,Cost of Sales,Hot Blanket,"","",,
2011Q01,Cost of Sales,Kitty Box,"","",,
2011Q01,Cost of Sales,Maxi Dog,"","",,
2011Q01,Cost of Sales,Muis Huis,"","",,
2011Q01,Cost of Sales,Water Jug,"","",,
2011Q01,EXPENSES,Adminstrative,Depreciation,"",,
2011Q01,EXPENSES,Adminstrative,Insurance,"",,
2011Q01,EXPENSES,Adminstrative,Meals and entertainment,"",,
2011Q01,EXPENSES,Adminstrative,Outside services,"",,
2011Q01,EXPENSES,Adminstrative,Rent,"",,
2011Q01,EXPENSES,Adminstrative,Repairs and maintence,"",,
2011Q01,EXPENSES,Adminstrative,Supplies,"",,
2011Q01,EXPENSES,Adminstrative,Telephone,"",,
2011Q01,EXPENSES,Adminstrative,Utilities,"",,
2011Q01,EXPENSES,Adminstrative,Wages and salaries,"",,
2011Q01,EXPENSES,Adminstrative,Web site consultancy,"",,
2011Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2011Q01,EXPENSES,Adminstrative,Web site maintence,"",,
2011Q01,EXPENSES,Development,Patents,"",,
2011Q01,EXPENSES,Development,Technology Rental,"",,
2011Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2011Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2011Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2011Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2011Q01,Non-Operation Income,Gifts and Dotions,"","",,
2011Q01,Non-Operation Income,Interest,"","",,
2011Q01,Non-Operation Income,Other Income,"","",,
2011Q01,Non-Operation Income,Rental,"","",,
2011Q01,Sales Revenue,Hot Blanket,"","",,
2011Q01,Sales Revenue,Kitty Box,"","",,
2011Q01,Sales Revenue,Maxi Dog,"","",,
2011Q01,Sales Revenue,Muis Huis,"","",,
2011Q01,Sales Revenue,Water Jug,"","",,
2010Q04,Cost of Sales,Hot Blanket,"","",,
2010Q04,Cost of Sales,Kitty Box,"","",,
2010Q04,Cost of Sales,Maxi Dog,"","",,
2010Q04,Cost of Sales,Muis Huis,"","",,
2010Q04,Cost of Sales,Water Jug,"","",,
2010Q04,EXPENSES,Adminstrative,Depreciation,"",,
2010Q04,EXPENSES,Adminstrative,Insurance,"",,
2010Q04,EXPENSES,Adminstrative,Meals and entertainment,"",,
2010Q04,EXPENSES,Adminstrative,Outside services,"",,
2010Q04,EXPENSES,Adminstrative,Rent,"",,
2010Q04,EXPENSES,Adminstrative,Repairs and maintence,"",,
2010Q04,EXPENSES,Adminstrative,Supplies,"",,
2010Q04,EXPENSES,Adminstrative,Telephone,"",,
2010Q04,EXPENSES,Adminstrative,Utilities,"",,
2010Q04,EXPENSES,Adminstrative,Wages and salaries,"",,
2010Q04,EXPENSES,Adminstrative,Web site consultancy,"",,
2010Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2010Q04,EXPENSES,Adminstrative,Web site maintence,"",,
2010Q04,EXPENSES,Development,Patents,"",,
2010Q04,EXPENSES,Development,Technology Rental,"",,
2010Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2010Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2010Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2010Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2010Q04,Non-Operation Income,Gifts and Dotions,"","",,
2010Q04,Non-Operation Income,Interest,"","",,
2010Q04,Non-Operation Income,Other Income,"","",,
2010Q04,Non-Operation Income,Rental,"","",,
2010Q04,Sales Revenue,Hot Blanket,"","",,
2010Q04,Sales Revenue,Kitty Box,"","",,
2010Q04,Sales Revenue,Maxi Dog,"","",,
2010Q04,Sales Revenue,Muis Huis,"","",,
2010Q04,Sales Revenue,Water Jug,"","",,
2010Q03,Cost of Sales,Hot Blanket,"","",,
2010Q03,Cost of Sales,Kitty Box,"","",,
2010Q03,Cost of Sales,Maxi Dog,"","",,
2010Q03,Cost of Sales,Muis Huis,"","",,
2010Q03,Cost of Sales,Water Jug,"","",,
2010Q03,EXPENSES,Adminstrative,Depreciation,"",,
2010Q03,EXPENSES,Adminstrative,Insurance,"",,
2010Q03,EXPENSES,Adminstrative,Meals and entertainment,"",,
2010Q03,EXPENSES,Adminstrative,Outside services,"",,
2010Q03,EXPENSES,Adminstrative,Rent,"",,
2010Q03,EXPENSES,Adminstrative,Repairs and maintence,"",,
2010Q03,EXPENSES,Adminstrative,Supplies,"",,
2010Q03,EXPENSES,Adminstrative,Telephone,"",,
2010Q03,EXPENSES,Adminstrative,Utilities,"",,
2010Q03,EXPENSES,Adminstrative,Wages and salaries,"",,
2010Q03,EXPENSES,Adminstrative,Web site consultancy,"",,
2010Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
2010Q03,EXPENSES,Adminstrative,Web site maintence,"",,
2010Q03,EXPENSES,Development,Patents,"",,
2010Q03,EXPENSES,Development,Technology Rental,"",,
2010Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,"",,
2010Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,"",,
2010Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,,
2010Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,,
2010Q03,Non-Operation Income,Gifts and Dotions,"","",,
2010Q03,Non-Operation Income,Interest,"","",,
2010Q03,Non-Operation Income,Other Income,"","",,
2010Q03,Non-Operation Income,Rental,"","",,
2010Q03,Sales Revenue,Hot Blanket,"","",,
2010Q03,Sales Revenue,Kitty Box,"","",,
2010Q03,Sales Revenue,Maxi Dog,"","",,
2010Q03,Sales Revenue,Muis Huis,"","",,
2010Q03,Sales Revenue,Water Jug,"","",,
2010Q02,Cost of Sales,Hot Blanket,"","",,
2010Q02,Cost of Sales,Kitty Box,"","",,
2010Q02,Cost of Sales,Maxi Dog,"","",,
2010Q02,Cost of Sales,Muis Huis,"","",,
2010Q02,Cost of Sales,Water Jug,"","",,
2010Q02,EXPENSES,Adminstrative,Depreciation,"",,
2010Q02,EXPENSES,Adminstrative,Insurance,"",,
2010Q02,EXPENSES,Adminstrative,Meals and entertainment,"",,
2010Q02,EXPENSES,Adminstrative,Outside services,"",,
2010Q02,EXPENSES,Adminstrative,Rent,"",,
2010Q02,EXPENSES,Adminstrative,Repairs and maintence,"",,
2010Q02,EXPENSES,Adminstrative,Supplies,"",,
2010Q02,EXPENSES,Adminstrative,Telephone,"",,
2010Q02,EXPENSES,Adminstrative,Utilities,"",,
2010Q02,EXPENSES,Adminstrative,Wages and salaries,"",,
2010Q02,EXPENSES,Adminstrative,Web site consultancy,"",,
2010Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,"",,
